Samples	SBS96A
TCGA-BH-A0RX-01A-21D-A099-09	31
TCGA-BH-A0W3-01A-11D-A10G-09	20
TCGA-BH-A0W4-01A-11D-A10G-09	30
TCGA-BH-A0W5-01A-11D-A10G-09	15
TCGA-BH-A0W7-01A-11D-A10Y-09	193
TCGA-BH-A0WA-01A-11D-A10G-09	81
TCGA-BH-A18F-01A-11D-A12B-09	39
TCGA-BH-A18G-01A-11D-A12B-09	1094
TCGA-BH-A18H-01A-11D-A12B-09	39
TCGA-BH-A18I-01A-11D-A12B-09	22
TCGA-BH-A18J-01A-11D-A12B-09	81
TCGA-BH-A18K-01A-11D-A12B-09	47
TCGA-BH-A18L-01A-32D-A12B-09	44
TCGA-BH-A18M-01A-11D-A12B-09	14
TCGA-BH-A18N-01A-11D-A12B-09	32
TCGA-BH-A18P-01A-11D-A12B-09	290
TCGA-BH-A18Q-01A-12D-A12B-09	68
TCGA-BH-A18R-01A-11D-A12B-09	30
TCGA-BH-A18S-01A-11D-A12B-09	26
TCGA-BH-A18T-01A-11D-A12B-09	69
TCGA-BH-A18U-01A-21D-A12B-09	121
TCGA-BH-A18V-01A-11D-A12B-09	173
TCGA-BH-A1EN-01A-11D-A17G-09	56
TCGA-BH-A1EO-01A-11D-A135-09	33
TCGA-BH-A1ES-01A-11D-A135-09	12
TCGA-BH-A1ET-01A-11D-A135-09	21
TCGA-BH-A1EU-01A-11D-A135-09	16
TCGA-BH-A1EV-01A-11D-A135-09	86
TCGA-BH-A1EW-01A-11D-A135-09	8
TCGA-BH-A1EX-01A-11D-A13L-09	16
TCGA-BH-A1EY-01A-11D-A13L-09	42
TCGA-BH-A1F0-01A-11D-A135-09	68
TCGA-BH-A1F2-01A-31D-A13L-09	48
TCGA-BH-A1F5-01A-12D-A13L-09	30
TCGA-BH-A1F6-01A-11D-A13L-09	37
TCGA-BH-A1F8-01A-11D-A13L-09	141
TCGA-BH-A1FC-01A-11D-A13L-09	79
TCGA-BH-A1FD-01A-11W-A14Q-09	35
TCGA-BH-A1FE-01A-11D-A13L-09	20
TCGA-BH-A1FG-01A-11D-A13L-09	15
TCGA-BH-A1FH-01A-12D-A13L-09	14
TCGA-BH-A1FJ-01A-11D-A13L-09	27
TCGA-BH-A1FL-01A-11D-A13L-09	19
TCGA-BH-A1FM-01A-11D-A13L-09	46
TCGA-BH-A1FN-01A-11D-A13L-09	109
TCGA-BH-A1FR-01A-11D-A13L-09	13
TCGA-BH-A1FU-01A-11D-A14G-09	88
TCGA-BH-A201-01A-11D-A14K-09	20
TCGA-BH-A202-01A-11D-A14K-09	26
TCGA-BH-A203-01A-12D-A167-09	63
TCGA-BH-A204-01A-11D-A159-09	30
TCGA-BH-A208-01A-11D-A159-09	66
TCGA-BH-A209-01A-11D-A17G-09	93
TCGA-BH-A28Q-01A-11D-A16D-09	20
TCGA-BH-A2L8-01A-11D-A18P-09	436
TCGA-BH-A42U-01A-12D-A243-09	19
TCGA-BH-A42V-01A-11D-A243-09	41
TCGA-BH-A5IZ-01A-11D-A27P-09	72
TCGA-BH-A5J0-01A-11D-A27P-09	63
TCGA-BH-A6R8-01A-21D-A33E-09	34
TCGA-BH-A6R9-01A-21D-A32I-09	14
TCGA-BH-A8FY-01A-11D-A36J-09	40
TCGA-BH-A8FZ-01A-11D-A351-09	55
TCGA-BH-A8G0-01A-11D-A351-09	15
TCGA-BH-AB28-01A-31D-A41F-09	28
TCGA-C8-A12K-01A-21D-A10Y-09	130
TCGA-C8-A12L-01A-11D-A10Y-09	61
TCGA-C8-A12M-01A-11D-A135-09	56
TCGA-C8-A12N-01A-11D-A10Y-09	22
TCGA-C8-A12O-01A-11D-A10Y-09	31
TCGA-C8-A12P-01A-11D-A10Y-09	141
TCGA-C8-A12Q-01A-11D-A10Y-09	100
TCGA-C8-A12T-01A-11D-A10Y-09	151
TCGA-C8-A12U-01A-11D-A10Y-09	46
TCGA-C8-A12V-01A-11D-A10Y-09	42
TCGA-C8-A12W-01A-11D-A10Y-09	51
TCGA-C8-A12X-01A-11D-A10Y-09	45
TCGA-C8-A12Y-01A-11D-A12B-09	42
TCGA-C8-A12Z-01A-11D-A10Y-09	41
TCGA-C8-A130-01A-31D-A10Y-09	35
TCGA-C8-A131-01A-11D-A10Y-09	49
TCGA-C8-A132-01A-31D-A10Y-09	68
TCGA-C8-A133-01A-32D-A12B-09	25
TCGA-C8-A134-01A-11D-A10Y-09	83
TCGA-C8-A135-01A-11D-A10Y-09	52
TCGA-C8-A137-01A-11D-A10Y-09	36
TCGA-C8-A138-01A-11D-A10Y-09	42
TCGA-C8-A1HE-01A-11D-A188-09	50
TCGA-C8-A1HF-01A-11D-A135-09	30
TCGA-C8-A1HG-01A-11D-A135-09	41
TCGA-C8-A1HI-01A-11D-A135-09	46
TCGA-C8-A1HJ-01A-11D-A13L-09	84
TCGA-C8-A1HK-01A-21D-A13L-09	48
TCGA-C8-A1HL-01A-11D-A135-09	22
TCGA-C8-A1HM-01A-12D-A135-09	319
TCGA-C8-A1HN-01A-11D-A135-09	43
TCGA-C8-A1HO-01A-11D-A13L-09	25
TCGA-C8-A26V-01A-11D-A16D-09	64
TCGA-C8-A26W-01A-11D-A16D-09	41
TCGA-C8-A26X-01A-31D-A16D-09	56
TCGA-C8-A26Y-01A-11D-A16D-09	639
TCGA-C8-A26Z-01A-11D-A16D-09	38
TCGA-C8-A273-01A-11D-A16D-09	12
TCGA-C8-A274-01A-11D-A16D-09	175
TCGA-C8-A275-01A-21D-A16D-09	91
TCGA-C8-A278-01A-11D-A167-09	33
TCGA-C8-A27A-01A-11D-A167-09	30
TCGA-C8-A27B-01A-11D-A167-09	123
TCGA-C8-A3M7-01A-12D-A21Q-09	141
TCGA-C8-A3M8-01A-11D-A20S-09	33
TCGA-C8-A8HP-01A-11D-A36J-09	175
TCGA-C8-A8HQ-01A-11D-A36J-09	243
TCGA-C8-A8HR-01A-11D-A36J-09	46
TCGA-C8-A9FZ-01A-11D-A41F-09	19
TCGA-D8-A13Y-01A-11D-A10Y-09	57
TCGA-D8-A13Z-01A-11D-A10Y-09	81
TCGA-D8-A140-01A-11D-A10Y-09	87
TCGA-D8-A141-01A-11D-A10Y-09	8
TCGA-D8-A142-01A-11D-A10Y-09	117
TCGA-D8-A143-01A-11D-A10Y-09	42
TCGA-D8-A145-01A-11D-A10Y-09	32
TCGA-D8-A146-01A-31D-A10Y-09	35
TCGA-D8-A147-01A-11D-A10Y-09	144
TCGA-D8-A1J8-01A-11D-A13L-09	699
TCGA-D8-A1J9-01A-11D-A13L-09	187
TCGA-D8-A1JA-01A-11D-A13L-09	852
TCGA-D8-A1JB-01A-11D-A13L-09	34
TCGA-D8-A1JC-01A-11D-A13L-09	90
TCGA-D8-A1JD-01A-11D-A13L-09	81
TCGA-D8-A1JE-01A-11D-A13L-09	32
TCGA-D8-A1JF-01A-11D-A13L-09	38
TCGA-D8-A1JG-01B-11D-A13L-09	119
TCGA-D8-A1JH-01A-11D-A188-09	22
TCGA-D8-A1JI-01A-11D-A13L-09	28
TCGA-D8-A1JJ-01A-31D-A14K-09	62
TCGA-D8-A1JK-01A-11D-A13L-09	168
TCGA-D8-A1JL-01A-11D-A13L-09	100
TCGA-D8-A1JM-01A-11D-A13L-09	39
TCGA-D8-A1JN-01A-11D-A13L-09	147
TCGA-D8-A1JP-01A-11D-A13L-09	98
TCGA-D8-A1JS-01A-11D-A13L-09	17
TCGA-D8-A1JT-01A-31D-A13L-09	32
TCGA-D8-A1JU-01A-11D-A13L-09	14
TCGA-D8-A1X5-01A-11D-A14G-09	43
TCGA-D8-A1X6-01A-11D-A14K-09	30
TCGA-D8-A1X7-01A-11D-A14K-09	24
TCGA-D8-A1X8-01A-11D-A14K-09	41
TCGA-D8-A1X9-01A-12D-A159-09	75
TCGA-D8-A1XA-01A-11D-A14G-09	21
TCGA-D8-A1XB-01A-11D-A14G-09	28
TCGA-D8-A1XC-01A-11D-A14G-09	27
TCGA-D8-A1XF-01A-11D-A14G-09	44
TCGA-D8-A1XG-01A-11D-A14G-09	27
TCGA-D8-A1XJ-01A-11D-A14K-09	78
TCGA-D8-A1XK-01A-21D-A14K-09	944
TCGA-D8-A1XL-01A-11D-A14K-09	77
TCGA-D8-A1XM-01A-21D-A14K-09	53
TCGA-D8-A1XO-01A-11D-A14K-09	20
TCGA-D8-A1XQ-01A-11D-A14K-09	727
TCGA-D8-A1XR-01A-11D-A14K-09	24
TCGA-D8-A1XS-01A-11D-A14K-09	22
TCGA-D8-A1XT-01A-11D-A14K-09	32
TCGA-D8-A1XU-01A-11D-A14K-09	23
TCGA-D8-A1XV-01A-11D-A14K-09	25
TCGA-D8-A1XW-01A-11D-A14K-09	87
TCGA-D8-A1XY-01A-11D-A14K-09	47
TCGA-D8-A1XZ-01A-11D-A14K-09	68
TCGA-D8-A1Y0-01A-11D-A14K-09	56
TCGA-D8-A1Y1-01A-21D-A14K-09	179
TCGA-D8-A1Y2-01A-11D-A159-09	17
TCGA-D8-A1Y3-01A-11D-A159-09	52
TCGA-D8-A27E-01A-11D-A16D-09	10
TCGA-D8-A27F-01A-11D-A16D-09	55
TCGA-D8-A27G-01A-11D-A16D-09	838
TCGA-D8-A27I-01A-11D-A16D-09	30
TCGA-D8-A27K-01A-11D-A16D-09	19
TCGA-D8-A27L-01A-11D-A16D-09	35
TCGA-D8-A27M-01A-11D-A16D-09	58
TCGA-D8-A27N-01A-11D-A16D-09	42
TCGA-D8-A27P-01A-11D-A16D-09	23
TCGA-D8-A27R-01A-11D-A16D-09	27
TCGA-D8-A27T-01A-11D-A16D-09	18
TCGA-D8-A27V-01A-12D-A17D-09	193
TCGA-D8-A27W-01A-11D-A16D-09	36
TCGA-D8-A3Z6-01A-11D-A23C-09	25
TCGA-D8-A4Z1-01A-21D-A25Q-09	55
TCGA-D8-A73U-01A-11D-A33E-09	140
TCGA-D8-A73W-01A-22D-A351-09	34
TCGA-D8-A73X-01A-11D-A32I-09	34
TCGA-E2-A10A-01A-21D-A10Y-09	17
TCGA-E2-A10C-01A-21D-A10M-09	334
TCGA-E2-A14N-01A-31D-A135-09	68
TCGA-E2-A14O-01A-31D-A10Y-09	24
TCGA-E2-A14P-01A-31D-A12B-09	77
TCGA-E2-A14Q-01A-11D-A12B-09	28
TCGA-E2-A14R-01A-11D-A10Y-09	99
TCGA-E2-A14T-01A-11D-A10Y-09	31
TCGA-E2-A14V-01A-11D-A12B-09	91
TCGA-E2-A14W-01A-11D-A12B-09	71
TCGA-E2-A14X-01A-11D-A10Y-09	32
TCGA-E2-A14Y-01A-21D-A12B-09	32
TCGA-E2-A14Z-01A-11D-A10Y-09	62
TCGA-E2-A150-01A-11D-A12B-09	63
TCGA-E2-A152-01A-11D-A12B-09	116
TCGA-E2-A153-01A-12D-A12B-09	22
TCGA-E2-A154-01A-11D-A10Y-09	36
TCGA-E2-A155-01A-11D-A12B-09	63
TCGA-E2-A156-01A-11D-A12B-09	20
TCGA-E2-A158-01A-11D-A12B-09	66
TCGA-E2-A159-01A-11D-A10Y-09	124
TCGA-E2-A15A-01A-11D-A12B-09	47
TCGA-E2-A15C-01A-31D-A12B-09	32
TCGA-E2-A15D-01A-11D-A10Y-09	19
TCGA-E2-A15E-01A-11D-A12B-09	35
TCGA-E2-A15G-01A-11D-A12B-09	52
TCGA-E2-A15H-01A-11D-A12B-09	29
TCGA-E2-A15I-01A-21D-A135-09	27
TCGA-E2-A15J-01A-11D-A12Q-09	22
TCGA-E2-A15K-01A-11D-A12Q-09	41
TCGA-E2-A15L-01A-11D-A12B-09	28
TCGA-E2-A15M-01A-11D-A12B-09	94
TCGA-E2-A15O-01A-11D-A10Y-09	29
TCGA-E2-A15P-01A-11D-A10Y-09	20
TCGA-E2-A15R-01A-11D-A10Y-09	32
TCGA-E2-A15S-01A-11D-A10Y-09	45
TCGA-E2-A15T-01A-11D-A10Y-09	34
TCGA-E2-A1AZ-01A-11D-A12Q-09	53
TCGA-E2-A1B0-01A-11D-A12Q-09	45
TCGA-E2-A1B1-01A-21D-A12Q-09	45
TCGA-E2-A1B4-01A-11D-A12Q-09	35
TCGA-E2-A1B5-01A-21D-A12Q-09	28
TCGA-E2-A1B6-01A-31D-A12Q-09	38
TCGA-E2-A1BC-01A-11D-A14G-09	32
TCGA-E2-A1BD-01A-11D-A12Q-09	32
TCGA-E2-A1IE-01A-11D-A188-09	23
TCGA-E2-A1IF-01A-11D-A142-09	14
TCGA-E2-A1IG-01A-11D-A142-09	38
TCGA-E2-A1IH-01A-11D-A188-09	60
TCGA-E2-A1II-01A-11D-A142-09	29
TCGA-E2-A1IJ-01A-11D-A142-09	13
TCGA-E2-A1IK-01A-11D-A17G-09	11
TCGA-E2-A1IL-01A-11D-A14G-09	25
TCGA-E2-A1IN-01A-11D-A13L-09	167
TCGA-E2-A1IO-01A-11D-A142-09	8
TCGA-E2-A1IU-01A-11D-A14G-09	24
TCGA-E2-A1L6-01A-11D-A13L-09	22
TCGA-E2-A1L7-01A-11D-A142-09	51
TCGA-E2-A1L8-01A-11D-A13L-09	25
TCGA-E2-A1L9-01A-11D-A13L-09	25
TCGA-E2-A1LA-01A-11D-A142-09	78
TCGA-E2-A1LB-01A-11D-A142-09	49
TCGA-E2-A1LG-01A-21D-A14K-09	150
TCGA-E2-A1LH-01A-11D-A14G-09	166
TCGA-E2-A1LI-01A-12D-A159-09	18
TCGA-E2-A1LK-01A-21D-A14G-09	39
TCGA-E2-A1LL-01A-11D-A142-09	59
TCGA-E2-A1LS-01A-12D-A159-09	52
TCGA-E2-A2P6-01A-11D-A19Y-09	127
TCGA-E2-A56Z-01A-12D-A29N-09	34
TCGA-E2-A570-01A-11D-A29N-09	19
TCGA-E2-A572-01A-13D-A31U-09	17
TCGA-E2-A573-01A-11D-A29N-09	47
TCGA-E2-A574-01A-11D-A29N-09	112
TCGA-E2-A576-01A-11D-A31U-09	45
TCGA-E2-A9RU-01A-11D-A41F-09	70
TCGA-E9-A1N3-01A-12D-A159-09	24
TCGA-E9-A1N4-01A-11D-A14K-09	26
TCGA-E9-A1N5-01A-11D-A14G-09	37
TCGA-E9-A1N8-01A-11D-A142-09	24
TCGA-E9-A1N9-01A-11D-A14G-09	55
TCGA-E9-A1NA-01A-11D-A142-09	86
TCGA-E9-A1NC-01A-12W-A16L-09	167
TCGA-E9-A1ND-01A-11D-A142-09	92
TCGA-E9-A1NE-01A-21D-A14K-09	40
TCGA-E9-A1NF-01A-11D-A14G-09	51
TCGA-E9-A1NG-01A-21D-A14K-09	18
TCGA-E9-A1NH-01A-11D-A14G-09	26
TCGA-E9-A1NI-01A-11W-A16H-09	119
TCGA-E9-A1QZ-01A-21D-A167-09	15
TCGA-E9-A1R0-01A-22D-A16D-09	29
TCGA-E9-A1R2-01A-11D-A14G-09	40
TCGA-E9-A1R3-01A-31D-A14K-09	18
TCGA-E9-A1R4-01A-21D-A14G-09	115
TCGA-E9-A1R5-01A-11D-A14K-09	32
TCGA-E9-A1R6-01A-11D-A14G-09	30
TCGA-E9-A1R7-01A-11D-A14K-09	45
TCGA-E9-A1RA-01A-11D-A14G-09	18
TCGA-E9-A1RB-01A-11D-A17G-09	28
TCGA-E9-A1RC-01A-11D-A159-09	40
TCGA-E9-A1RD-01A-11D-A159-09	18
TCGA-E9-A1RE-01A-11D-A159-09	41
TCGA-E9-A1RF-01A-11D-A159-09	123
TCGA-E9-A1RG-01A-11D-A14G-09	32
TCGA-E9-A1RH-01A-21D-A167-09	86
TCGA-E9-A1RI-01A-11D-A167-09	14
TCGA-E9-A226-01A-21D-A159-09	48
TCGA-E9-A227-01A-11D-A159-09	13
TCGA-E9-A228-01A-31D-A159-09	43
TCGA-E9-A229-01A-31D-A17G-09	18
TCGA-E9-A22A-01A-11D-A159-09	26
TCGA-E9-A22B-01A-11D-A159-09	55
TCGA-E9-A22D-01A-11D-A159-09	19
TCGA-E9-A22E-01A-11D-A159-09	117
TCGA-E9-A22G-01A-11D-A159-09	84
TCGA-E9-A22H-01A-11D-A159-09	18
TCGA-E9-A243-01A-21D-A167-09	67
TCGA-E9-A244-01A-11D-A167-09	80
TCGA-E9-A245-01A-22D-A16D-09	25
TCGA-E9-A247-01A-11D-A167-09	46
TCGA-E9-A248-01A-11D-A167-09	16
TCGA-E9-A249-01A-11D-A167-09	14
TCGA-E9-A24A-01A-11D-A167-09	18
TCGA-E9-A295-01A-11D-A16D-09	70
TCGA-E9-A2JS-01A-11D-A17W-09	56
TCGA-E9-A2JT-01A-22D-A18P-09	19
TCGA-E9-A3HO-01A-11D-A20S-09	50
TCGA-E9-A3QA-01A-61D-A228-09	53
TCGA-E9-A3X8-01A-31D-A22X-09	28
TCGA-E9-A54Y-01A-11D-A25Q-09	42
TCGA-E9-A5FK-01A-11D-A27P-09	21
TCGA-E9-A5FL-01A-11D-A27P-09	89
TCGA-E9-A5UO-01A-11D-A28B-09	24
TCGA-E9-A6HE-01A-11D-A31U-09	15
TCGA-EW-A1IW-01A-11D-A13L-09	92
TCGA-EW-A1IX-01A-12D-A142-09	37
TCGA-EW-A1IY-01A-11D-A188-09	30
TCGA-EW-A1IZ-01A-11D-A188-09	328
TCGA-EW-A1J1-01A-11D-A188-09	20
TCGA-EW-A1J2-01A-21D-A13L-09	20
TCGA-EW-A1J3-01A-11D-A13L-09	23
TCGA-EW-A1J5-01A-11D-A13L-09	385
TCGA-EW-A1J6-01A-11D-A188-09	34
TCGA-EW-A1OV-01A-11D-A142-09	98
TCGA-EW-A1OX-01A-11D-A142-09	29
TCGA-EW-A1OY-01A-11D-A142-09	53
TCGA-EW-A1OZ-01A-11D-A142-09	57
TCGA-EW-A1P0-01A-11D-A142-09	16
TCGA-EW-A1P1-01A-31D-A14G-09	22
TCGA-EW-A1P3-01A-11D-A142-09	22
TCGA-EW-A1P4-01A-21D-A142-09	59
TCGA-EW-A1P5-01A-11D-A142-09	18
TCGA-EW-A1P6-01A-11D-A142-09	21
TCGA-EW-A1P7-01A-21D-A142-09	17
TCGA-EW-A1P8-01A-11D-A142-09	34
TCGA-EW-A1PA-01A-11D-A142-09	38
TCGA-EW-A1PB-01A-11D-A142-09	124
TCGA-EW-A1PD-01A-11D-A142-09	72
TCGA-EW-A1PE-01A-11D-A142-09	29
TCGA-EW-A1PG-01A-11D-A142-09	12
TCGA-EW-A1PH-01A-11D-A14K-09	35
TCGA-EW-A2FR-01A-11D-A21Q-09	39
TCGA-EW-A2FS-01A-11D-A17D-09	32
TCGA-EW-A2FV-01A-11D-A17D-09	27
TCGA-EW-A2FW-01A-11D-A17D-09	18
TCGA-EW-A423-01A-11D-A243-09	56
TCGA-EW-A6S9-01A-22D-A33E-09	22
TCGA-EW-A6SA-01A-21D-A32I-09	79
TCGA-EW-A6SB-01A-12D-A32I-09	51
TCGA-EW-A6SC-01A-12D-A32I-09	20
TCGA-EW-A6SD-01A-12D-A33E-09	46
TCGA-GI-A2C8-01A-11D-A16D-09	109
TCGA-GM-A2D9-01A-11D-A18P-09	439
TCGA-GM-A2DA-01A-11D-A18P-09	32
TCGA-GM-A2DB-01A-31D-A19Y-09	102
TCGA-GM-A2DC-01A-11D-A18P-09	21
TCGA-GM-A2DD-01A-11D-A17W-09	53
TCGA-GM-A2DF-01A-11D-A17W-09	38
TCGA-GM-A2DH-01A-11D-A17W-09	166
TCGA-GM-A2DI-01A-31D-A18P-09	56
TCGA-GM-A2DK-01A-21D-A17W-09	25
TCGA-GM-A2DL-01A-11D-A18P-09	42
TCGA-GM-A2DM-01A-11D-A17W-09	18
TCGA-GM-A2DN-01A-11D-A17W-09	16
TCGA-GM-A2DO-01A-11D-A19Y-09	178
TCGA-GM-A3NW-01A-21D-A228-09	60
TCGA-GM-A3XL-01A-11D-A22X-09	95
TCGA-GM-A4E0-01A-12D-A25Q-09	30
TCGA-GM-A5PV-01A-11D-A28B-09	25
TCGA-GM-A5PX-01A-12D-A28B-09	26
TCGA-HN-A2NL-01A-11D-A18P-09	68
TCGA-HN-A2OB-01A-21D-A27P-09	16
TCGA-JL-A3YX-01A-11D-A22X-09	29
TCGA-LD-A66U-01A-11D-A31U-09	23
TCGA-LD-A74U-01A-13D-A33E-09	240
TCGA-LD-A7W5-01A-22D-A351-09	38
TCGA-LD-A7W6-01A-81D-A351-09	27
TCGA-LD-A9QF-01A-32D-A41F-09	22
TCGA-LL-A440-01A-11D-A243-09	4
TCGA-LL-A50Y-01A-11D-A25Q-09	32
TCGA-LL-A5YL-01A-12D-A29N-09	58
TCGA-LL-A5YM-01A-11D-A28B-09	22
TCGA-LL-A5YN-01A-11D-A28B-09	25
TCGA-LL-A5YO-01A-21D-A28B-09	38
TCGA-LL-A5YP-01A-21D-A28B-09	68
TCGA-LL-A6FP-01A-11D-A31U-09	51
TCGA-LL-A6FQ-01A-11D-A31U-09	34
TCGA-LL-A6FR-01A-12D-A31U-09	32
TCGA-LL-A73Y-01A-11D-A33E-09	111
TCGA-LL-A73Z-01A-11D-A32I-09	44
TCGA-LL-A740-01A-21D-A32I-09	43
TCGA-LL-A7SZ-01A-32D-A351-09	43
TCGA-LL-A7T0-01A-31D-A351-09	42
TCGA-LL-A8F5-01A-11D-A36J-09	133
TCGA-LL-A9Q3-01A-11D-A41F-09	43
TCGA-OK-A5Q2-01A-11D-A27P-09	27
TCGA-OL-A5D6-01A-21D-A27P-09	40
TCGA-OL-A5D7-01A-11D-A27P-09	50
TCGA-OL-A5D8-01A-11D-A27P-09	22
TCGA-OL-A5DA-01A-11D-A27P-09	74
TCGA-OL-A5RU-01A-11D-A28B-09	34
TCGA-OL-A5RV-01A-12D-A28B-09	14
TCGA-OL-A5RW-01A-11D-A28B-09	170
TCGA-OL-A5RX-01A-11D-A28B-09	27
TCGA-OL-A5RY-01A-21D-A28B-09	9
TCGA-OL-A5RZ-01A-11D-A28B-09	99
TCGA-OL-A5S0-01A-11D-A28B-09	24
TCGA-OL-A66H-01A-11D-A29N-09	17
TCGA-OL-A66I-01A-21D-A29N-09	30
TCGA-OL-A66J-01A-11D-A29N-09	44
TCGA-OL-A66K-01A-11D-A29N-09	29
TCGA-OL-A66L-01A-12D-A31U-09	64
TCGA-OL-A66N-01A-12D-A31U-09	34
TCGA-OL-A66O-01A-11D-A31U-09	23
TCGA-OL-A66P-01A-11D-A31U-09	80
TCGA-OL-A6VO-01A-12D-A33E-09	19
TCGA-OL-A6VQ-01A-12D-A41F-09	62
TCGA-OL-A6VR-01A-32D-A33E-09	9
TCGA-OL-A97C-01A-32D-A41F-09	54
TCGA-PE-A5DC-01A-12D-A27P-09	98
TCGA-PE-A5DD-01A-12D-A27P-09	51
TCGA-PE-A5DE-01A-11D-A27P-09	448
TCGA-PL-A8LV-01A-21D-A41F-09	103
TCGA-PL-A8LX-01A-11D-A41F-09	32
TCGA-PL-A8LY-01A-11D-A41F-09	5
TCGA-PL-A8LZ-01A-31D-A36J-09	78
TCGA-S3-A6ZF-01A-32D-A32I-09	28
TCGA-S3-A6ZG-01A-22D-A32I-09	36
TCGA-S3-A6ZH-01A-22D-A32I-09	29
TCGA-S3-AA0Z-01A-11D-A41F-09	51
TCGA-S3-AA10-01A-21D-A41F-09	117
TCGA-S3-AA11-01A-31D-A41F-09	69
TCGA-S3-AA12-01A-11D-A41F-09	43
TCGA-S3-AA14-01A-11D-A41F-09	19
TCGA-S3-AA15-01A-11D-A41F-09	37
TCGA-S3-AA17-01A-11D-A41F-09	108
TCGA-UL-AAZ6-01A-11D-A41F-09	85
TCGA-UU-A93S-01A-21D-A41F-09	126
TCGA-V7-A7HQ-01A-11D-A33E-09	19
TCGA-W8-A86G-01A-21D-A36J-09	24
TCGA-WT-AB41-01A-11D-A41F-09	36
TCGA-WT-AB44-01A-11D-A41F-09	35
TCGA-XX-A899-01A-11D-A36J-09	30
TCGA-XX-A89A-01A-11D-A36J-09	164
TCGA-Z7-A8R5-01A-42D-A41F-09	27
TCGA-Z7-A8R6-01A-11D-A41F-09	72
